Country/Area,Entry ID,Project Name,Phase Name,Only Phase,Capacity (MW),Installation Type,Status,Cancelled,Start year,Owner,Latitude,Longitude,Region,Wiki URL,Annual Wind Speed,Ocean Depth For Offshore,Inflation in Project Country
Germany,3439,Aschersleben wind farm,--,1,20,Onshore,operating,0,2009,Energiequelle GmbH,51.8031,11.4914,Europe,https://www.gem.wiki/Aschersleben_wind_farm,,,
Germany,3440,B�ren wind farm,--,1,20,Onshore,operating,0,2009,DunoAir,51.5344,8.5397,Europe,https://www.gem.wiki/B�ren_wind_farm,,,
Germany,3441,Danna (Brandenburg) wind farm,1,0,20,Onshore,operating,0,2009,UKA Group,52.0070,12.8673,Europe,https://www.gem.wiki/Danna_(Brandenburg)_wind_farm,,,
Germany,3442,Langwedel (Lerak) wind farm,--,1,20,Onshore,operating,0,2009,PNE AG,52.6624,10.5420,Europe,https://www.gem.wiki/Langwedel_(Lerak)_wind_farm,,,
Norway,3443,Bufjellet wind farm,--,1,20,Onshore,cancelled,1,2008,Energy Infrastructure Partners (EIP); Fortum Oyj,68.7694,14.5029,Europe,https://www.gem.wiki/Bufjellet_wind_farm,,,
Serbia,3444,Dolovo (Loger) wind farm,1,0,20,Onshore,cancelled - inferred 4 y,1,2008,Loger,44.8706,20.6480,Europe,https://www.gem.wiki/Dolovo_(Loger)_wind_farm,,,
Italy,3445,Ciorlano wind farm,--,1,20,Onshore,operating,0,2008,Alerion Clean Power,41.4502,14.1583,Europe,https://www.gem.wiki/Ciorlano_wind_farm,,,
Spain,3446,Dos Pueblos wind farm,--,1,20,Onshore,operating,0,2008,Iberdrola Renovables Energia SA,41.2801,-2.9401,Europe,https://www.gem.wiki/Dos_Pueblos_wind_farm,,,
Spain,3447,Farrapa wind farm,1,0,20,Onshore,operating,0,2008,Enel Green Power Espa�a SL; Elawan Energy SL,43.3829,-7.3640,Europe,https://www.gem.wiki/Farrapa_wind_farm,,,
Spain,3448,Graiade wind farm,--,1,20,Onshore,operating,0,2008,Jealsa,42.7260,-9.0049,Europe,https://www.gem.wiki/Graiade_wind_farm,,,
Spain,3449,Serra Do P�ramo wind farm,--,1,20,Onshore,operating,0,2008,Virandel SL,42.8085,-7.4970,Europe,https://www.gem.wiki/Serra_Do_P�ramo_wind_farm,,,
Spain,3450,Vieiro wind farm,--,1,20,Onshore,operating,0,2008,Iberdrola Renovables Energia SA,42.0948,-7.9892,Europe,https://www.gem.wiki/Vieiro_wind_farm,,,
Germany,3451,Lambsborn-Martinsh�he wind farm,--,1,20,Onshore,operating,0,2008,PROKON Wind Energy Finland OY,49.3560,7.4443,Europe,https://www.gem.wiki/Lambsborn-Martinsh�he_wind_farm,,,
Norway,3452,Arafjellet wind farm,--,1,20,Onshore,cancelled,1,2007,Vindmyran AS,59.2834,5.3495,Europe,https://www.gem.wiki/Arafjellet_wind_farm,,,
United Kingdom,3453,Ballindalloch Muir wind farm,--,1,20,Onshore,cancelled,1,2007,RWE Renewables,56.0867,-4.2879,Europe,https://www.gem.wiki/Ballindalloch_Muir_wind_farm,,,
Slovakia,3454,Dobsina-Telgart wind farm,--,1,20,Onshore,cancelled - inferred 4 y,1,2007,Generaci�n E�lica,48.3130,18.0895,Europe,https://www.gem.wiki/Dobsina-Telgart_wind_farm,,,
Italy,3455,Buglia wind farm,--,1,20,Onshore,operating,0,2007,Fortore Energia SPA,41.1035,15.4618,Europe,https://www.gem.wiki/Buglia_wind_farm,,,
Italy,3456,Monte Narbonne wind farm,--,1,20,Onshore,operating,0,2007,Moncada Energy Group,37.3123,13.5746,Europe,https://www.gem.wiki/Monte_Narbonne_wind_farm,,,
Portugal,3457,Serra De Alvoa�a wind farm,Alvoa�a,0,20,Onshore,operating,0,2007,EDP Renov�veis,40.2642,-7.6977,Europe,https://www.gem.wiki/Serra_De_Alvoa�a_wind_farm,,,
Spain,3458,Almendros wind farm,1,0,20,Onshore,operating,0,2007,Iberdrola Renovables Energia SA,38.6577,-1.4350,Europe,https://www.gem.wiki/Almendros_wind_farm,,,
Spain,3459,El Pandero wind farm,--,1,20,Onshore,operating,0,2007,Acciona Energ�a SAU,36.0171,-5.5910,Europe,https://www.gem.wiki/El_Pandero_wind_farm,,,
Spain,3460,El Peralejo wind farm,--,1,20,Onshore,operating,0,2007,Acciona Energ�a SAU,40.3514,-2.6096,Europe,https://www.gem.wiki/El_Peralejo_wind_farm,,,
Spain,3461,Irixo wind farm,1,0,20,Onshore,operating,0,2007,Adelanta Group,42.5201,-8.1101,Europe,https://www.gem.wiki/Irixo_wind_farm,,,
France,3462,Cast wind farm,--,1,20,Onshore,operating,0,2007,JMA Energies,48.1674,-4.0975,Europe,https://www.gem.wiki/Cast_wind_farm,,,
Germany,3463,Asendorfer Kippe wind farm,--,1,20,Onshore,operating,0,2007,Statkraft AS,51.4316,11.7118,Europe,https://www.gem.wiki/Asendorfer_Kippe_wind_farm,,,
Germany,3464,Karstadt wind farm,1,0,20,Onshore,operating,0,2007,PNE AG,53.1489,11.7763,Europe,https://www.gem.wiki/Karstadt_wind_farm,,,
Germany,3465,Pr�ttlin wind farm,--,1,20,Onshore,operating,0,2007,Denker & Wulf AG,53.1971,11.5655,Europe,https://www.gem.wiki/Pr�ttlin_wind_farm,,,
Germany,3466,Werbig wind farm,3,0,20,Onshore,operating,0,2007,BEC Energie Consult GMBH,51.9479,13.1694,Europe,https://www.gem.wiki/Werbig_wind_farm,,,
Netherlands,3467,Kluutmolen wind farm,--,1,20,Onshore,retired,0,2007,Kluutmolen VOF,52.3273,5.3465,Europe,https://www.gem.wiki/Kluutmolen_wind_farm,,,
United Kingdom,3468,Crow Holt wind farm,--,1,20,Onshore,cancelled,1,2006,Renewable Energy Systems (RES),53.3049,-0.8722,Europe,https://www.gem.wiki/Crow_Holt_wind_farm,,,
Spain,3469,Mont�nchez wind farm,2,0,20,Onshore,cancelled,1,2006,Reolum,39.2478,-6.1381,Europe,https://www.gem.wiki/Mont�nchez_wind_farm,,,
Italy,3470,Poggi Alti wind farm,--,1,20,Onshore,operating,0,2006,RWE Renewables,42.7353,11.3957,Europe,https://www.gem.wiki/Poggi_Alti_wind_farm,,,
Portugal,3471,Penamacor wind farm,1,0,20,Onshore,operating,0,2006,Saeta Yield SA,40.2066,-7.2460,Europe,https://www.gem.wiki/Penamacor_wind_farm,,,
Portugal,3472,Penamacor wind farm,3A,0,20,Onshore,operating,0,2006,Saeta Yield SA,40.1701,-7.1701,Europe,https://www.gem.wiki/Penamacor_wind_farm,,,
Spain,3473,Xiabre wind farm,1,0,20,Onshore,operating,0,2006,Engasa E�lica SA,42.6359,-8.6963,Europe,https://www.gem.wiki/Xiabre_wind_farm,,,
Germany,3474,Bad Tennstedt wind farm,--,1,20,Onshore,operating,0,2006,NOTUS Energy,51.1528,10.8388,Europe,https://www.gem.wiki/Bad_Tennstedt_wind_farm,,,
Germany,3475,Feldheim wind farm,7,0,20,Onshore,operating,0,2006,Energiequelle GmbH,52.0062,12.8435,Europe,https://www.gem.wiki/Feldheim_wind_farm,,,
Germany,3476,Gro� Welle (Helvetic) wind farm,--,1,20,Onshore,operating,0,2006,BKW,53.0097,12.1000,Europe,https://www.gem.wiki/Gro�_Welle_(Helvetic)_wind_farm,,,
Germany,3477,Mehringer H�he wind farm,--,1,20,Onshore,operating,0,2006,Juwi GmbH,49.7533,6.8616,Europe,https://www.gem.wiki/Mehringer_H�he_wind_farm,,,
Germany,3478,Wettendorf-Bottendorf wind farm,1,0,20,Onshore,operating,0,2006,K/S Hydrovind,52.7551,10.5514,Europe,https://www.gem.wiki/Wettendorf-Bottendorf_wind_farm,,,
Ireland,3479,Booltiagh wind farm,1,0,20,Onshore,operating,0,2005,Brookfield Renewable Partners LP,52.7836,-9.2439,Europe,https://www.gem.wiki/Booltiagh_wind_farm,,,
Greece,3480,Xeroliba Monolate wind farm,--,1,20,Onshore,operating,0,2005,Ellaktor SA,38.2205,20.5517,Europe,https://www.gem.wiki/Xeroliba_Monolate_wind_farm,,,
Portugal,3481,Degracias wind farm,--,1,20,Onshore,operating,0,2005,Ventient Energy,40.0227,-8.5163,Europe,https://www.gem.wiki/Degracias_wind_farm,,,
Austria,3482,Auersthal wind farm,1,0,20,Onshore,operating,0,2005,Web Windenergie AG,48.3477,16.6451,Europe,https://www.gem.wiki/Auersthal_wind_farm,,,
Austria,3483,Kreuzstetten wind farm,1,0,20,Onshore,operating,0,2005,Windkraft Simonsfeld AG,48.5043,16.4442,Europe,https://www.gem.wiki/Kreuzstetten_wind_farm,,,
Germany,3484,Elsterheide wind farm,--,1,20,Onshore,operating,0,2005,Boreas Renewable Energy,51.4733,14.3211,Europe,https://www.gem.wiki/Elsterheide_wind_farm,,,
Germany,3485,G�nthersdorf wind farm,1,0,20,Onshore,operating,0,2005,NOTUS Energy,52.0801,14.3282,Europe,https://www.gem.wiki/G�nthersdorf_wind_farm,,,
Italy,3486,Camporeale wind farm,1,0,20,Onshore,retired,0,2005,ERG SpA,37.9032,13.0752,Europe,https://www.gem.wiki/Camporeale_wind_farm,,,
Austria,3487,Berg Bruck wind farm,--,1,20,Onshore,retired,0,2005,ContourGlobal Wind Holding GMBH,48.0933,17.0253,Europe,https://www.gem.wiki/Berg_Bruck_wind_farm,,,
Italy,3488,Florinas wind farm,--,1,20,Onshore,operating,0,2004,RWE Renewables,40.6422,8.6638,Europe,https://www.gem.wiki/Florinas_wind_farm,,,
Portugal,3489,A�or wind farm,1,0,20,Onshore,operating,0,2004,EDP Renov�veis,40.1975,-7.8016,Europe,https://www.gem.wiki/A�or_wind_farm,,,
Portugal,3490,Serra Da Cabreira wind farm,--,1,20,Onshore,operating,0,2004,Finerge SA ; Guild Investments LTD,41.6450,-8.0440,Europe,https://www.gem.wiki/Serra_Da_Cabreira_wind_farm,,,
Spain,3491,Sierro wind farm,--,1,20,Onshore,operating,0,2004,Iberdrola Renovables Energia SA,41.3001,-2.9952,Europe,https://www.gem.wiki/Sierro_wind_farm,,,
Germany,3492,Brunsb�ttel wind farm,1,0,20,Onshore,operating,0,2004,ERG SpA,53.8933,9.2069,Europe,https://www.gem.wiki/Brunsb�ttel_wind_farm,,,
Germany,3493,Trebitz wind farm,1,0,20,Onshore,operating,0,2004,NOTUS Energy,52.0544,14.3313,Europe,https://www.gem.wiki/Trebitz_wind_farm,,,
Spain,3494,Atalaya De La Solana wind farm,--,1,20,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,38.7598,-2.0552,Europe,https://www.gem.wiki/Atalaya_De_La_Solana_wind_farm,,,
Spain,3495,Cueva Dorada wind farm,--,1,20,Onshore,operating,0,2003,Acciona Energ�a SAU,37.1701,-4.1501,Europe,https://www.gem.wiki/Cueva_Dorada_wind_farm,,,
Spain,3496,El Tablado wind farm,--,1,20,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,41.6930,-1.8344,Europe,https://www.gem.wiki/El_Tablado_wind_farm,,,
Spain,3497,Sierra Del Buey wind farm,--,1,20,Onshore,operating,0,2003,Iberdrola Renovables Energia SA,38.5201,-1.2411,Europe,https://www.gem.wiki/Sierra_Del_Buey_wind_farm,,,
Austria,3498,Sternwald wind farm,--,1,20,Onshore,operating,0,2003,Web Windenergie AG ; STERNWIND Errichtungs und Betriebs GMBH & CO KG,48.5817,14.2245,Europe,https://www.gem.wiki/Sternwald_wind_farm,,,
France,3499,Bouin wind farm,--,1,20,Onshore,operating,0,2003,EDF Renewables,46.9523,-2.0537,Europe,https://www.gem.wiki/Bouin_wind_farm,,,
Germany,3500,G�rike-S�llenthin wind farm,--,1,20,Onshore,operating,0,2003,WPD AG,52.9521,12.1734,Europe,https://www.gem.wiki/G�rike-S�llenthin_wind_farm,,,
Germany,3501,Kuhlrade wind farm,--,1,20,Onshore,operating,0,2003,Q-Energy Group,54.2139,12.4939,Europe,https://www.gem.wiki/Kuhlrade_wind_farm,,,
Latvia,3502,Grobina wind farm,--,1,20,Onshore,operating,0,2002,Utilitas,56.5380,21.2419,Europe,https://www.gem.wiki/Grobina_wind_farm,,,
Germany,3503,Beeskow-Neuendorf wind farm,--,1,20,Onshore,operating,0,2002,Breeze Four Energy GMBH & CO KG,52.1910,14.2146,Europe,https://www.gem.wiki/Beeskow-Neuendorf_wind_farm,,,
Germany,3504,Hanstedt II wind farm,1,0,20,Onshore,operating,0,2002,GetProject,52.9467,10.6537,Europe,https://www.gem.wiki/Hanstedt_II_wind_farm,,,
Germany,3505,L�dersdorf wind farm,--,1,20,Onshore,operating,0,2002,Energiequelle GmbH,52.6934,14.0661,Europe,https://www.gem.wiki/L�dersdorf_wind_farm,,,
Germany,3506,Schnellin wind farm,--,1,20,Onshore,operating,0,2002,WindStrom,51.7672,12.7231,Europe,https://www.gem.wiki/Schnellin_wind_farm,,,
Germany,3507,T�chen wind farm,--,1,20,Onshore,operating,0,2002,PNE AG,53.0676,12.0604,Europe,https://www.gem.wiki/T�chen_wind_farm,,,
Germany,3508,Uetze wind farm,1,0,20,Onshore,retired,0,2002,Renerco AG,52.4881,10.2256,Europe,https://www.gem.wiki/Uetze_wind_farm,,,
Poland,3509,Cisowo wind farm,--,1,20,Onshore,operating,0,2001,Enerco Energy,54.0631,15.7561,Europe,https://www.gem.wiki/Cisowo_wind_farm,,,
Spain,3510,Carba wind farm,--,1,20,Onshore,operating,0,2001,Acciona Energ�a SAU,43.4201,-7.6401,Europe,https://www.gem.wiki/Carba_wind_farm,,,
Spain,3511,El Cerro wind farm,1,0,20,Onshore,operating,0,2001,Acciona Energ�a SAU,40.3167,-5.9167,Europe,https://www.gem.wiki/El_Cerro_wind_farm,,,
Spain,3512,El Pical wind farm,--,1,20,Onshore,operating,0,2001,Acciona Energ�a SAU,42.9101,-4.2701,Europe,https://www.gem.wiki/El_Pical_wind_farm,,,
Spain,3513,El �guila wind farm,1,0,20,Onshore,operating,0,2001,Grupo Jorge,41.7290,-1.2990,Europe,https://www.gem.wiki/El_�guila_wind_farm,,,
Spain,3514,La Gamoneda wind farm,1,0,20,Onshore,operating,0,2001,Acciona Energ�a SAU,42.0357,-6.9054,Europe,https://www.gem.wiki/La_Gamoneda_wind_farm,,,
Spain,3515,So�n wind farm,1,0,20,Onshore,operating,0,2001,Acciona Energ�a SAU,38.4001,-6.4667,Europe,https://www.gem.wiki/So�n_wind_farm,,,
Germany,3516,Fehnland wind farm,--,1,20,Onshore,operating,0,2001,WPD AG,53.2596,7.7831,Europe,https://www.gem.wiki/Fehnland_wind_farm,,,
Germany,3517,Schuby (EFI) wind farm,--,1,20,Onshore,operating,0,2001,EFI Wind GMBH,54.5295,9.4127,Europe,https://www.gem.wiki/Schuby_(EFI)_wind_farm,,,
Germany,3518,Sefferweich wind farm,--,1,20,Onshore,operating,0,2001,WATT Renewables,50.0836,6.2911,Europe,https://www.gem.wiki/Sefferweich_wind_farm,,,
Spain,3519,Los Llanos (Naturgy) wind farm,1,0,20,Onshore,operating,0,2000,Naturgy,36.3886,-5.2839,Europe,https://www.gem.wiki/Los_Llanos_(Naturgy)_wind_farm,,,
Spain,3520,Nord�s (Acciona) wind farm,--,1,20,Onshore,operating,0,2000,Acciona Energ�a SAU,43.5814,-7.4683,Europe,https://www.gem.wiki/Nord�s_(Acciona)_wind_farm,,,
Spain,3521,Villanueva (Navarra) wind farm,--,1,20,Onshore,operating,0,2000,Acciona Energ�a SAU ; other ; India Energy Storage Alliance (IESA),42.7456,-1.7993,Europe,https://www.gem.wiki/Villanueva_(Navarra)_wind_farm,,,
Germany,3522,Wiesmoor (KE) wind farm,--,1,20,Onshore,operating,0,2000,Energiequelle GmbH,53.3839,7.7857,Europe,https://www.gem.wiki/Wiesmoor_(KE)_wind_farm,,,
Germany,3523,Hasel�nne wind farm,--,1,20,Onshore,operating,0,1999,Raiffeisenwindpark Emsland-Mitte Verwaltungs und Beteiligungs GMBH,52.7157,7.5338,Europe,https://www.gem.wiki/Hasel�nne_wind_farm,,,
Italy,3524,San Giorgio La Molara (IVPC) wind farm,--,1,20,Onshore,operating,0,1998,IVPC Group,41.3133,14.9620,Europe,https://www.gem.wiki/San_Giorgio_La_Molara_(IVPC)_wind_farm,,,
United Kingdom,3525,Llyn Alaw wind farm,--,1,20,Onshore,operating,0,1997,Ventient Energy,53.3587,-4.4474,Europe,https://www.gem.wiki/Llyn_Alaw_wind_farm,,,
Spain,3526,Paxareiras wind farm,1,0,20,Onshore,operating,0,1997,Viesgo Renovables SL,42.8233,-9.0891,Europe,https://www.gem.wiki/Paxareiras_wind_farm,,,
Germany,3527,Bassens wind farm,1,0,20,Onshore,operating,0,1997,Wind-Projekt,53.6942,7.9283,Europe,https://www.gem.wiki/Bassens_wind_farm,,,
Spain,3528,Llanos De Juan Grande wind farm,--,1,20,Onshore,operating,0,1996,Eolia Renovables SA (EOLIASUR),27.8152,-15.4440,Europe,https://www.gem.wiki/Llanos_De_Juan_Grande_wind_farm,,,
Germany,3529,Utgast (Ostwind) wind farm,--,1,20,Onshore,operating,0,1996,Ostwind,53.6441,7.5254,Europe,https://www.gem.wiki/Utgast_(Ostwind)_wind_farm,,,
Spain,3530,El Perd�n wind farm,--,1,20,Onshore,operating,0,1994,Acciona Energ�a SAU,42.7301,-1.7401,Europe,https://www.gem.wiki/El_Perd�n_wind_farm,,,
Spain,3531,Pesur wind farm,1,0,20,Onshore,retired,0,1992,Enel Green Power Espa�a SL,36.0128,-5.6049,Europe,https://www.gem.wiki/Pesur_wind_farm,,,
Spain,3532,Loma De Ayala wind farm,--,1,20,Onshore,operating,0,-,Helia Renovables,37.1538,-2.6883,Europe,https://www.gem.wiki/Loma_De_Ayala_wind_farm,,,
Spain,3533,Piedrahita wind farm,--,1,20,Onshore,operating,0,2022,EDP Renov�veis,41.0326,-1.0894,Europe,https://www.gem.wiki/Piedrahita_wind_farm,,,
Poland,3534,Ketrzyn wind farm,--,1,20,Onshore,operating,0,-,Grupa Eko Park,54.0766,21.3750,Europe,https://www.gem.wiki/Ketrzyn_wind_farm,,,
Italy,3535,Lucus Power wind farm,--,1,20,Onshore,operating,0,-,EDP Renewables,42.6384,12.6743,Europe,https://www.gem.wiki/Lucus_Power_wind_farm,,,
Italy,3536,Panni wind farm,--,1,20,Onshore,operating,0,-,ERG SpA,41.2142,15.2853,Europe,https://www.gem.wiki/Panni_wind_farm,,,
Italy,3537,Piano Del Cornale wind farm,--,1,20,Onshore,operating,0,2009,ACEA Group,40.6647,15.1071,Europe,https://www.gem.wiki/Piano_Del_Cornale_wind_farm,,,
Italy,3538,Pietragalla wind farm,--,1,20,Onshore,operating,0,2014,EDP Renewables,40.7731,15.8398,Europe,https://www.gem.wiki/Pietragalla_wind_farm,,,
Italy,3539,Santomenna wind farm,--,1,20,Onshore,operating,0,2008,ICQ Holding SPA,40.8120,15.3632,Europe,https://www.gem.wiki/Santomenna_wind_farm,,,
Germany,3540,Lehrte (Windstrom) wind farm,--,1,20,Onshore,operating,0,-,WindStrom,52.3506,10.0002,Europe,https://www.gem.wiki/Lehrte_(Windstrom)_wind_farm,,,
Greece,3541,Galosi Rikeza wind farm,--,1,19.8,Onshore,operating,0,2020,Terna Energy,38.1483,24.3302,Europe,https://www.gem.wiki/Galosi_Rikeza_wind_farm,,,
France,3542,Aiguillettes wind farm,Grand Piece,0,19.8,Onshore,operating,0,2018,Volkswind GmbH,48.3426,1.7784,Europe,https://www.gem.wiki/Aiguillettes_wind_farm,,,
United Kingdom,3543,Penny Hill Lane wind farm,--,1,19.8,Onshore,operating,0,2013,Banks Renewables,53.3834,-1.2975,Europe,https://www.gem.wiki/Penny_Hill_Lane_wind_farm,,,
Greece,3544,Aspre Petra wind farm,--,1,19.8,Onshore,operating,0,2003,Enel Green Power Greece SA,41.1628,25.8683,Europe,https://www.gem.wiki/Aspre_Petra_wind_farm,,,
United Kingdom,3545,Durran Mains wind farm,--,1,19.5,Onshore,cancelled,1,2008,Scottish and Southern Energy (SSE),58.5521,-3.3850,Europe,https://www.gem.wiki/Durran_Mains_wind_farm,,,
United Kingdom,3546,Artfield Fell wind farm,--,1,19.5,Onshore,operating,0,2005,Scottish and Southern Energy (SSE),54.9704,-4.7746,Europe,https://www.gem.wiki/Artfield_Fell_wind_farm,,,
United Kingdom,3547,Tappaghan wind farm,1,0,19.5,Onshore,operating,0,2005,Greencoat UK Wind,54.5471,-7.6956,Europe,https://www.gem.wiki/Tappaghan_wind_farm,,,
United Kingdom,3548,An Suidhe wind farm,--,1,19.3,Onshore,operating,0,2010,RWE AG,56.2187,-5.2194,Europe,https://www.gem.wiki/An_Suidhe_wind_farm,,,
Portugal,3549,Caramulo wind farm,2,0,19.2,Onshore,operating,0,2022,Total Eren,40.6198,-8.1508,Europe,https://www.gem.wiki/Caramulo_wind_farm,,,
Spain,3550,La Florida wind farm,--,1,19.2,Onshore,operating,0,2021,Ecoener,27.9229,-15.5753,Europe,https://www.gem.wiki/La_Florida_wind_farm,,,
Greece,3551,Trikorpho Stouppaion wind farm,--,1,19.2,Onshore,operating,0,2019,Rokas Renewables,38.1043,24.3065,Europe,https://www.gem.wiki/Trikorpho_Stouppaion_wind_farm,,,
France,3552,Montagne (Engie) wind farm,--,1,19.2,Onshore,operating,0,2018,ENGIE SA,45.2588,0.1659,Europe,https://www.gem.wiki/Montagne_(Engie)_wind_farm,,,
United Kingdom,3553,Pearie Law wind farm,1,0,19.2,Onshore,operating,0,2016,EDF Renewables,55.8205,-3.5624,Europe,https://www.gem.wiki/Pearie_Law_wind_farm,,,
Germany,3554,Silberstedt-Hochmoor wind farm,--,1,19,Onshore,operating,0,2023,Denker & Wulf AG,54.5391,9.3865,Europe,https://www.gem.wiki/Silberstedt-Hochmoor_wind_farm,,,
Poland,3555,Ko_obrzeg (European Energy) wind farm,--,1,19,Onshore,operating,0,2022,European Energy A/S,54.0281,15.5409,Europe,https://www.gem.wiki/Ko_obrzeg_(European_Energy)_wind_farm,,,
Poland,3556,Krzecin (Orlen) wind farm,--,1,19,Onshore,operating,0,2022,ORLEN Group SA,53.0960,15.4849,Europe,https://www.gem.wiki/Krzecin_(Orlen)_wind_farm,,,
Spain,3557,Monta�a De Arinaga wind farm,1,0,19,Onshore,operating,0,2022,Grupo Lopesan,37.1392,-3.6705,Europe,https://www.gem.wiki/Monta�a_De_Arinaga_wind_farm,,,
Germany,3558,Krampfer-Reckenthin wind farm,2,0,19,Onshore,operating,0,2022,VOSS Energy GMBH,53.0588,12.0597,Europe,https://www.gem.wiki/Krampfer-Reckenthin_wind_farm,,,
Germany,3559,Saidenberg wind farm,--,1,19,Onshore,operating,0,2022,UKA Group,50.7493,13.3738,Europe,https://www.gem.wiki/Saidenberg_wind_farm,,,
Germany,3560,Wahlsdorf wind farm,--,1,19,Onshore,operating,0,2022,PNE AG,51.9736,13.3060,Europe,https://www.gem.wiki/Wahlsdorf_wind_farm,,,
Netherlands,3561,Nij Hiddum-Houw wind farm,RP2,0,19,Onshore,operating,0,2022,Vattenfall AB,53.0943,5.3982,Europe,https://www.gem.wiki/Nij_Hiddum-Houw_wind_farm,,,
Netherlands,3562,Borssele Site V wind farm,--,1,19,Offshore hard mount,operating,0,2021,Octopus Energy,52.4393,3.4169,Europe,https://www.gem.wiki/Borssele_Site_V_wind_farm,,,
Poland,3563,Potegowo wind farm,Bartolino (West),0,19,Onshore,operating,0,2020,Israel Infrastructure Fund,54.2839,16.5162,Europe,https://www.gem.wiki/Potegowo_wind_farm,,,
Poland,3564,Potegowo wind farm,Przystawy (West),0,19,Onshore,operating,0,2020,Israel Infrastructure Fund,54.3224,16.4033,Europe,https://www.gem.wiki/Potegowo_wind_farm,,,
Finland,3565,Hirvineva wind farm,--,1,19,Onshore,operating,0,2020,Winda Energy OY,64.7309,25.2307,Europe,https://www.gem.wiki/Hirvineva_wind_farm,,,
Greece,3566,Kastro Lykovouni wind farm,2,0,19,Onshore,operating,0,2020,Volterra SA,38.4080,23.4563,Europe,https://www.gem.wiki/Kastro_Lykovouni_wind_farm,,,
Germany,3567,Duben wind farm,--,1,19,Onshore,operating,0,2020,Ventotec GMBH,51.8948,13.7412,Europe,https://www.gem.wiki/Duben_wind_farm,,,
Ireland,3568,Ballycumber wind farm,--,1,19,Onshore,operating,0,2019,NTR plc,52.7996,-6.4635,Europe,https://www.gem.wiki/Ballycumber_wind_farm,,,
Belgium,3569,Gesves Ohey wind farm,--,1,19,Onshore,operating,0,2019,Renner Energies,50.4172,5.1205,Europe,https://www.gem.wiki/Gesves_Ohey_wind_farm,,,
France,3570,Laperri�re wind farm,--,1,19,Onshore,operating,0,2019,WKN GmbH,47.5591,4.6897,Europe,https://www.gem.wiki/Laperri�re_wind_farm,,,
France,3571,Monts Du Lomont wind farm,2,0,19,Onshore,operating,0,2019,Arkolia �nergies,47.3394,6.5717,Europe,https://www.gem.wiki/Monts_Du_Lomont_wind_farm,,,
Belgium,3572,Lierneux wind farm,--,1,19,Onshore,operating,0,2018,EDF Luminus,50.3272,5.8267,Europe,https://www.gem.wiki/Lierneux_wind_farm,,,
France,3573,Valbin wind farm,--,1,19,Onshore,operating,0,2018,Leonidas Associates,48.1546,4.3847,Europe,https://www.gem.wiki/Valbin_wind_farm,,,
Ireland,3574,Buttevant wind farm,--,1,19,Onshore,operating,0,2017,DP Energy,52.2332,-8.6705,Europe,https://www.gem.wiki/Buttevant_wind_farm,,,
France,3575,Aulnois Sur Seille - Fossieux wind farm,--,1,19,Onshore,operating,0,2017,Compagnie Nationale du Rh�ne (CNR),48.8535,6.3559,Europe,https://www.gem.wiki/Aulnois_Sur_Seille_-_Fossieux_wind_farm,,,
France,3576,Terres Noires wind farm,--,1,19,Onshore,operating,0,2017,Eurowatt Services,49.7809,3.2939,Europe,https://www.gem.wiki/Terres_Noires_wind_farm,,,
Portugal,3577,Ventominho wind farm,Picoto / S�o Silvestre 3,0,19,Onshore,operating,0,2016,EDF Renewables,42.0154,-8.3456,Europe,https://www.gem.wiki/Ventominho_wind_farm,,,
Austria,3578,Paasdorf-Lanzendorf wind farm,--,1,19,Onshore,operating,0,2016,EVN Naturkraft Erzeugungsgesellschaft MBH,48.5306,16.5838,Europe,https://www.gem.wiki/Paasdorf-Lanzendorf_wind_farm,,,
Germany,3579,Parey wind farm,--,1,19,Onshore,operating,0,2016,Energiequelle GmbH,52.3817,12.0282,Europe,https://www.gem.wiki/Parey_wind_farm,,,
Austria,3580,Ghw Rannersdorf II wind farm,--,1,19,Onshore,operating,0,2015,Windkraft Simonsfeld AG,48.6260,16.6864,Europe,https://www.gem.wiki/Ghw_Rannersdorf_II_wind_farm,,,
Norway,3581,Nevlandsheia wind farm,--,1,19,Onshore,cancelled,1,2014,Zephyr AS,58.7628,6.0846,Europe,https://www.gem.wiki/Nevlandsheia_wind_farm,,,
Germany,3582,Bb wind farm,--,1,19,Onshore,operating,0,2014,Geo MBH,54.8642,9.1676,Europe,https://www.gem.wiki/Bb_wind_farm,,,
Germany,3583,M�rsdorf Nord wind farm,--,1,19,Onshore,operating,0,2014,ABO Wind AG,50.1125,7.3230,Europe,https://www.gem.wiki/M�rsdorf_Nord_wind_farm,,,
Germany,3584,Norstedt-Wind,2,0,19,Onshore,operating,0,2014,Geo MBH,54.5971,9.1443,Europe,https://www.gem.wiki/Norstedt-Wind,,,
Spain,3585,Serra De Vilobi wind farm,2,0,19,Onshore,operating,0,2013,Acciona Energ�a SAU,41.4433,1.0542,Europe,https://www.gem.wiki/Serra_De_Vilobi_wind_farm,,,
Germany,3586,Bokel-Ellerdorf wind farm,2,0,19,Onshore,operating,0,2013,WPD AG,54.2065,9.8107,Europe,https://www.gem.wiki/Bokel-Ellerdorf_wind_farm,,,
